"yyyymm","Index","D12","E12","b/m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx"
"190008","5.94","0.2700","0.4800","NaN","NaN","NaN","NaN","NaN","NaN","0.002613","NaN","NaN","NaN","0.0003048213","NaN","NaN","NaN"
"190009","5.80","0.2775","0.4800","NaN","NaN","NaN","NaN","NaN","NaN","0.002731","NaN","NaN","NaN","0.0014458538","NaN","NaN","NaN"
"190010","6.01","0.2850","0.4800","NaN","NaN","NaN","NaN","NaN","NaN","0.002842","NaN","NaN","NaN","0.0012551927","NaN","NaN","NaN"
"190011","6.48","0.2925","0.4800","NaN","NaN","NaN","NaN","NaN","NaN","0.003366","NaN","NaN","NaN","0.0024582298","NaN","NaN","NaN"
"190012","6.87","0.3000","0.4800","NaN","NaN","NaN","NaN","NaN","NaN","0.002886","NaN","NaN","NaN","0.0012284067","NaN","NaN","NaN"
"190101","7.07","0.3017","0.4817","NaN","NaN","NaN","NaN","NaN","NaN","0.003145","NaN","NaN","NaN","0.0025292517","NaN","NaN","NaN"
"190102","7.25","0.3033","0.4833","NaN","NaN","NaN","NaN","NaN","NaN","0.002613","NaN","NaN","NaN","0.0009435573","NaN","NaN","NaN"
"190103","7.51","0.3050","0.4850","NaN","NaN","NaN","NaN","NaN","NaN","0.002363","NaN","NaN","NaN","0.0004476118","NaN","NaN","NaN"
"190104","8.14","0.3067","0.4867","NaN","NaN","NaN","NaN","NaN","NaN","0.002407","NaN","NaN","NaN","0.0018041452","NaN","NaN","NaN"
"190105","7.73","0.3083","0.4883","NaN","NaN","NaN","NaN","NaN","NaN","0.002569","NaN","NaN","NaN","0.0151293251","NaN","NaN","NaN"
"190106","8.50","0.3100","0.4900","NaN","NaN","NaN","NaN","NaN","NaN","0.002569","NaN","NaN","NaN","0.0011166340","NaN","NaN","NaN"
"190107","7.93","0.3117","0.4917","NaN","NaN","NaN","NaN","NaN","NaN","0.002547","NaN","NaN","NaN","0.0049890226","NaN","NaN","NaN"
"190108","8.04","0.3133","0.4933","NaN","NaN","NaN","NaN","NaN","NaN","0.002813","NaN","NaN","NaN","0.0013683812","NaN","NaN","NaN"
"190109","8.00","0.3150","0.4950","NaN","NaN","NaN","NaN","NaN","NaN","0.002960","NaN","NaN","NaN","0.0059129993","NaN","NaN","NaN"
"190110","7.91","0.3167","0.4967","NaN","NaN","NaN","NaN","NaN","NaN","0.003285","NaN","NaN","NaN","0.0009998371","NaN","NaN","NaN"
"190111","8.08","0.3183","0.4983","NaN","NaN","NaN","NaN","NaN","NaN","0.003071","NaN","NaN","NaN","0.0008218961","NaN","NaN","NaN"
"190112","7.95","0.3200","0.5000","NaN","NaN","NaN","NaN","NaN","NaN","0.003123","NaN","NaN","NaN","0.0012303252","NaN","NaN","NaN"
"190201","8.12","0.3208","0.5108","NaN","NaN","NaN","NaN","NaN","NaN","0.003285","NaN","NaN","NaN","0.0008418224","NaN","NaN","NaN"
"190202","8.19","0.3217","0.5217","NaN","NaN","NaN","NaN","NaN","NaN","0.002960","NaN","NaN","NaN","0.0005069032","NaN","NaN","NaN"
"190203","8.20","0.3225","0.5325","NaN","NaN","NaN","NaN","NaN","NaN","0.002591","NaN","NaN","NaN","0.0003537138","NaN","NaN","NaN"
"190204","8.48","0.3233","0.5433","NaN","NaN","NaN","NaN","NaN","NaN","0.002842","NaN","NaN","NaN","0.0006210731","NaN","NaN","NaN"
"190205","8.46","0.3242","0.5542","NaN","NaN","NaN","NaN","NaN","NaN","0.002945","NaN","NaN","NaN","0.0012370249","NaN","NaN","NaN"
"190206","8.41","0.3250","0.5650","NaN","NaN","NaN","NaN","NaN","NaN","0.002982","NaN","NaN","NaN","0.0002609764","NaN","NaN","NaN"
"190207","8.60","0.3258","0.5758","NaN","NaN","NaN","NaN","NaN","NaN","0.002916","NaN","NaN","NaN","0.0003693229","NaN","NaN","NaN"
"190208","8.83","0.3267","0.5867","NaN","NaN","NaN","NaN","NaN","NaN","0.003049","NaN","NaN","NaN","0.0003363733","NaN","NaN","NaN"
"190209","8.85","0.3275","0.5975","NaN","NaN","NaN","NaN","NaN","NaN","0.003211","NaN","NaN","NaN","0.0033788785","NaN","NaN","NaN"
"190210","8.57","0.3283","0.6083","NaN","NaN","NaN","NaN","NaN","NaN","0.003779","NaN","NaN","NaN","0.0016801434","NaN","NaN","NaN"
"190211","8.24","0.3292","0.6192","NaN","NaN","NaN","NaN","NaN","NaN","0.004023","NaN","NaN","NaN","0.0021199081","NaN","NaN","NaN"
"190212","8.05","0.3300","0.6300","NaN","NaN","NaN","NaN","NaN","NaN","0.003883","NaN","NaN","NaN","0.0016868877","NaN","NaN","NaN"
"190301","8.46","0.3317","0.6217","NaN","NaN","NaN","NaN","NaN","NaN","0.004067","NaN","NaN","NaN","0.0006760279","NaN","NaN","NaN"
"190302","8.41","0.3333","0.6133","NaN","NaN","NaN","NaN","NaN","NaN","0.003418","NaN","NaN","NaN","0.0004724462","NaN","NaN","NaN"
"190303","8.08","0.3350","0.6050","NaN","NaN","NaN","NaN","NaN","NaN","0.003211","NaN","NaN","NaN","0.0017076353","NaN","NaN","NaN"
"190304","7.75","0.3367","0.5967","NaN","NaN","NaN","NaN","NaN","NaN","0.003779","NaN","NaN","NaN","0.0016186947","NaN","NaN","NaN"
"190305","7.60","0.3383","0.5883","NaN","NaN","NaN","NaN","NaN","NaN","0.003492","NaN","NaN","NaN","0.0013952707","NaN","NaN","NaN"
"190306","7.18","0.3400","0.5800","NaN","NaN","NaN","NaN","NaN","NaN","0.003145","NaN","NaN","NaN","0.0025605329","NaN","NaN","NaN"
"190307","6.85","0.3417","0.5717","NaN","NaN","NaN","NaN","NaN","NaN","0.003388","NaN","NaN","NaN","0.0025974589","NaN","NaN","NaN"
"190308","6.63","0.3433","0.5633","NaN","NaN","NaN","NaN","NaN","NaN","0.003654","NaN","NaN","NaN","0.0046120564","NaN","NaN","NaN"
"190309","6.47","0.3450","0.5550","NaN","NaN","NaN","NaN","NaN","NaN","0.004023","NaN","NaN","NaN","0.0029431977","NaN","NaN","NaN"
"190310","6.26","0.3467","0.5467","NaN","NaN","NaN","NaN","NaN","NaN","0.004067","NaN","NaN","NaN","0.0036398172","NaN","NaN","NaN"
"190311","6.28","0.3483","0.5383","NaN","NaN","NaN","NaN","NaN","NaN","0.003949","NaN","NaN","NaN","0.0012781231","NaN","NaN","NaN"
"190312","6.57","0.3500","0.5300","NaN","NaN","NaN","NaN","NaN","NaN","0.004045","NaN","NaN","NaN","0.0012443211","NaN","NaN","NaN"
"190401","6.68","0.3467","0.5267","NaN","NaN","NaN","NaN","NaN","NaN","0.003956","NaN","NaN","NaN","0.0017781550","NaN","NaN","NaN"
"190402","6.50","0.3433","0.5233","NaN","NaN","NaN","NaN","NaN","NaN","0.003241","NaN","NaN","NaN","0.0007110373","NaN","NaN","NaN"
"190403","6.48","0.3400","0.5200","NaN","NaN","NaN","NaN","NaN","NaN","0.003167","NaN","NaN","NaN","0.0014626397","NaN","NaN","NaN"
"190404","6.64","0.3367","0.5167","NaN","NaN","NaN","NaN","NaN","NaN","0.003093","NaN","NaN","NaN","0.0004368784","NaN","NaN","NaN"
"190405","6.50","0.3333","0.5133","NaN","NaN","NaN","NaN","NaN","NaN","0.002636","NaN","NaN","NaN","0.0003431724","NaN","NaN","NaN"
"190406","6.51","0.3300","0.5100","NaN","NaN","NaN","NaN","NaN","NaN","0.002532","NaN","NaN","NaN","0.0002381881","NaN","NaN","NaN"
"190407","6.78","0.3267","0.5067","NaN","NaN","NaN","NaN","NaN","NaN","0.002303","NaN","NaN","NaN","0.0009055555","NaN","NaN","NaN"
"190408","7.01","0.3233","0.5033","NaN","NaN","NaN","NaN","NaN","NaN","0.002244","NaN","NaN","NaN","0.0004882288","NaN","NaN","NaN"
"190409","7.32","0.3200","0.5000","NaN","NaN","NaN","NaN","NaN","NaN","0.002503","NaN","NaN","NaN","0.0008812463","NaN","NaN","NaN"
"190410","7.75","0.3167","0.4967","NaN","NaN","NaN","NaN","NaN","NaN","0.002820","NaN","NaN","NaN","0.0012976369","NaN","NaN","NaN"
"190411","8.17","0.3133","0.4933","NaN","NaN","NaN","NaN","NaN","NaN","0.002886","NaN","NaN","NaN","0.0007777411","NaN","NaN","NaN"
"190412","8.25","0.3100","0.4900","NaN","NaN","NaN","NaN","NaN","NaN","0.002687","NaN","NaN","NaN","0.0033483606","NaN","NaN","NaN"
"190501","8.43","0.3117","0.5050","NaN","NaN","NaN","NaN","NaN","NaN","0.002798","NaN","NaN","NaN","0.0008167658","NaN","NaN","NaN"
"190502","8.80","0.3133","0.5200","NaN","NaN","NaN","NaN","NaN","NaN","0.002569","NaN","NaN","NaN","0.0005484349","NaN","NaN","NaN"
"190503","9.05","0.3150","0.5350","NaN","NaN","NaN","NaN","NaN","NaN","0.002466","NaN","NaN","NaN","0.0010703230","NaN","NaN","NaN"
"190504","8.94","0.3167","0.5500","NaN","NaN","NaN","NaN","NaN","NaN","0.002540","NaN","NaN","NaN","0.0024071229","NaN","NaN","NaN"
"190505","8.50","0.3183","0.5650","NaN","NaN","NaN","NaN","NaN","NaN","0.002569","NaN","NaN","NaN","0.0032256778","NaN","NaN","NaN"
"190506","8.60","0.3200","0.5800","NaN","NaN","NaN","NaN","NaN","NaN","0.002577","NaN","NaN","NaN","0.0013950785","NaN","NaN","NaN"
"190507","8.87","0.3217","0.5950","NaN","NaN","NaN","NaN","NaN","NaN","0.002407","NaN","NaN","NaN","0.0010987718","NaN","NaN","NaN"
"190508","9.20","0.3233","0.6100","NaN","NaN","NaN","NaN","NaN","NaN","0.002680","NaN","NaN","NaN","0.0008756410","NaN","NaN","NaN"
"190509","9.23","0.3250","0.6250","NaN","NaN","NaN","NaN","NaN","NaN","0.002739","NaN","NaN","NaN","0.0013945243","NaN","NaN","NaN"
"190510","9.36","0.3267","0.6400","NaN","NaN","NaN","NaN","NaN","NaN","0.003123","NaN","NaN","NaN","0.0006928260","NaN","NaN","NaN"
"190511","9.31","0.3283","0.6550","NaN","NaN","NaN","NaN","NaN","NaN","0.003292","NaN","NaN","NaN","0.0012021161","NaN","NaN","NaN"
"190512","9.54","0.3300","0.6700","NaN","NaN","NaN","NaN","NaN","NaN","0.003757","NaN","NaN","NaN","0.0009097233","NaN","NaN","NaN"
"190601","9.87","0.3358","0.6775","NaN","NaN","NaN","NaN","NaN","NaN","0.003927","NaN","NaN","NaN","0.0013949191","NaN","NaN","NaN"
"190602","9.80","0.3417","0.6850","NaN","NaN","NaN","NaN","NaN","NaN","0.003366","NaN","NaN","NaN","0.0013124868","NaN","NaN","NaN"
"190603","9.56","0.3475","0.6925","NaN","NaN","NaN","NaN","NaN","NaN","0.003351","NaN","NaN","NaN","0.0011252855","NaN","NaN","NaN"
"190604","9.43","0.3533","0.7000","NaN","NaN","NaN","NaN","NaN","NaN","0.003536","NaN","NaN","NaN","0.0024018046","NaN","NaN","NaN"
"190605","9.18","0.3592","0.7075","NaN","NaN","NaN","NaN","NaN","NaN","0.003654","NaN","NaN","NaN","0.0021175439","NaN","NaN","NaN"
"190606","9.30","0.3650","0.7150","NaN","NaN","NaN","NaN","NaN","NaN","0.003565","NaN","NaN","NaN","0.0016463421","NaN","NaN","NaN"
"190607","9.06","0.3708","0.7225","NaN","NaN","NaN","NaN","NaN","NaN","0.003514","NaN","NaN","NaN","0.0012790848","NaN","NaN","NaN"
"190608","9.73","0.3767","0.7300","NaN","NaN","NaN","NaN","NaN","NaN","0.003669","NaN","NaN","NaN","0.0014873918","NaN","NaN","NaN"
"190609","10.03","0.3825","0.7375","NaN","NaN","NaN","NaN","NaN","NaN","0.004038","NaN","NaN","NaN","0.0008314321","NaN","NaN","NaN"
"190610","9.73","0.3883","0.7450","NaN","NaN","NaN","NaN","NaN","NaN","0.004480","NaN","NaN","NaN","0.0012371143","NaN","NaN","NaN"
"190611","9.93","0.3942","0.7525","NaN","NaN","NaN","NaN","NaN","NaN","0.004289","NaN","NaN","NaN","0.0006876636","NaN","NaN","NaN"
"190612","9.84","0.4000","0.7600","NaN","NaN","NaN","NaN","NaN","NaN","0.004252","NaN","NaN","NaN","0.0015708553","NaN","NaN","NaN"
"190701","9.56","0.4033","0.7517","NaN","NaN","NaN","NaN","NaN","NaN","0.004252","NaN","NaN","NaN","0.0013045548","NaN","NaN","NaN"
"190702","9.26","0.4067","0.7433","NaN","NaN","NaN","NaN","NaN","NaN","0.004178","NaN","NaN","NaN","0.0014456297","NaN","NaN","NaN"
"190703","8.35","0.4100","0.7350","NaN","NaN","NaN","NaN","NaN","NaN","0.004023","NaN","NaN","NaN","0.0184520981","NaN","NaN","NaN"
"190704","8.39","0.4133","0.7267","NaN","NaN","NaN","NaN","NaN","NaN","0.004200","NaN","NaN","NaN","0.0022732673","NaN","NaN","NaN"
"190705","8.10","0.4167","0.7183","NaN","NaN","NaN","NaN","NaN","NaN","0.004023","NaN","NaN","NaN","0.0019956660","NaN","NaN","NaN"
"190706","7.84","0.4200","0.7100","NaN","NaN","NaN","NaN","NaN","NaN","0.003676","NaN","NaN","NaN","0.0014013008","NaN","NaN","NaN"
"190707","8.14","0.4233","0.7017","NaN","NaN","NaN","NaN","NaN","NaN","0.003654","NaN","NaN","NaN","0.0013252397","NaN","NaN","NaN"
"190708","7.53","0.4267","0.6933","NaN","NaN","NaN","NaN","NaN","NaN","0.003883","NaN","NaN","NaN","0.0041996424","NaN","NaN","NaN"
"190709","7.45","0.4300","0.6850","NaN","NaN","NaN","NaN","NaN","NaN","0.004252","NaN","NaN","NaN","0.0018824117","NaN","NaN","NaN"
"190710","6.64","0.4333","0.6767","NaN","NaN","NaN","NaN","NaN","NaN","0.004665","NaN","NaN","NaN","0.0055534256","NaN","NaN","NaN"
"190711","6.25","0.4367","0.6683","NaN","NaN","NaN","NaN","NaN","NaN","0.004879","NaN","NaN","NaN","0.0051308749","NaN","NaN","NaN"
"190712","6.57","0.4400","0.6600","NaN","NaN","NaN","NaN","NaN","NaN","0.004990","NaN","NaN","NaN","0.0030149463","NaN","NaN","NaN"
"190801","6.85","0.4367","0.6533","NaN","NaN","NaN","NaN","NaN","NaN","0.005418","NaN","NaN","NaN","0.0023219901","NaN","NaN","NaN"
"190802","6.60","0.4333","0.6467","NaN","NaN","NaN","NaN","NaN","NaN","0.004414","NaN","NaN","NaN","0.0018728863","NaN","NaN","NaN"
"190803","6.87","0.4300","0.6400","NaN","NaN","NaN","NaN","NaN","NaN","0.003373","NaN","NaN","NaN","0.0023091474","NaN","NaN","NaN"
"190804","7.24","0.4267","0.6333","NaN","NaN","NaN","NaN","NaN","NaN","0.003831","NaN","NaN","NaN","0.0009914098","NaN","NaN","NaN"
"190805","7.63","0.4233","0.6267","NaN","NaN","NaN","NaN","NaN","NaN","0.002931","NaN","NaN","NaN","0.0019864080","NaN","NaN","NaN"
"190806","7.64","0.4200","0.6200","NaN","NaN","NaN","NaN","NaN","NaN","0.002547","NaN","NaN","NaN","0.0019133323","NaN","NaN","NaN"
"190807","7.92","0.4167","0.6133","NaN","NaN","NaN","NaN","NaN","NaN","0.002326","NaN","NaN","NaN","0.0016310210","NaN","NaN","NaN"
"190808","8.26","0.4133","0.6067","NaN","NaN","NaN","NaN","NaN","NaN","0.002407","NaN","NaN","NaN","0.0012737565","NaN","NaN","NaN"
"190809","8.17","0.4100","0.6000","NaN","NaN","NaN","NaN","NaN","NaN","0.002296","NaN","NaN","NaN","0.0021491419","NaN","NaN","NaN"
"190810","8.27","0.4067","0.5933","NaN","NaN","NaN","NaN","NaN","NaN","0.002540","NaN","NaN","NaN","0.0009554509","NaN","NaN","NaN"
"190811","8.83","0.4033","0.5867","NaN","NaN","NaN","NaN","NaN","NaN","0.002636","NaN","NaN","NaN","0.0014535755","NaN","NaN","NaN"
"190812","9.03","0.4000","0.5800","NaN","NaN","NaN","NaN","NaN","NaN","0.002613","NaN","NaN","NaN","0.0011939897","NaN","NaN","NaN"
"190901","9.06","0.4033","0.5950","NaN","NaN","NaN","NaN","NaN","NaN","0.002481","NaN","NaN","NaN","0.0008793069","NaN","NaN","NaN"
"190902","8.80","0.4067","0.6100","NaN","NaN","NaN","NaN","NaN","NaN","0.002385","NaN","NaN","NaN","0.0017954095","NaN","NaN","NaN"
"190903","8.92","0.4100","0.6250","NaN","NaN","NaN","NaN","NaN","NaN","0.002244","NaN","NaN","NaN","0.0007273434","NaN","NaN","NaN"
"190904","9.32","0.4133","0.6400","NaN","NaN","NaN","NaN","NaN","NaN","0.002222","NaN","NaN","NaN","0.0006562533","NaN","NaN","NaN"
"190905","9.63","0.4167","0.6550","NaN","NaN","NaN","NaN","NaN","NaN","0.002222","NaN","NaN","NaN","0.0003213451","NaN","NaN","NaN"
"190906","9.80","0.4200","0.6700","NaN","NaN","NaN","NaN","NaN","NaN","0.002178","NaN","NaN","NaN","0.0008699496","NaN","NaN","NaN"
"190907","9.94","0.4233","0.6850","NaN","NaN","NaN","NaN","NaN","NaN","0.002038","NaN","NaN","NaN","0.0002788520","NaN","NaN","NaN"
"190908","10.18","0.4267","0.7000","NaN","NaN","NaN","NaN","NaN","NaN","0.002134","NaN","NaN","NaN","0.0013988726","NaN","NaN","NaN"
"190909","10.19","0.4300","0.7150","NaN","NaN","NaN","NaN","NaN","NaN","0.002621","NaN","NaN","NaN","0.0012498163","NaN","NaN","NaN"
"190910","10.23","0.4333","0.7300","NaN","NaN","NaN","NaN","NaN","NaN","0.002724","NaN","NaN","NaN","0.0009552185","NaN","NaN","NaN"
"190911","10.18","0.4367","0.7450","NaN","NaN","NaN","NaN","NaN","NaN","0.003351","NaN","NaN","NaN","0.0005255665","NaN","NaN","NaN"
"190912","10.30","0.4400","0.7600","NaN","NaN","NaN","NaN","NaN","NaN","0.003366","NaN","NaN","NaN","0.0003769219","NaN","NaN","NaN"
"191001","10.08","0.4425","0.7575","NaN","NaN","NaN","NaN","NaN","NaN","0.003410","NaN","NaN","NaN","0.0022565500","NaN","NaN","NaN"
"191002","9.72","0.4450","0.7550","NaN","NaN","NaN","NaN","NaN","NaN","0.003145","NaN","NaN","NaN","0.0018189784","NaN","NaN","NaN"
"191003","9.96","0.4475","0.7525","NaN","NaN","NaN","NaN","NaN","NaN","0.002916","NaN","NaN","NaN","0.0008332212","NaN","NaN","NaN"
"191004","9.72","0.4500","0.7500","NaN","NaN","NaN","NaN","NaN","NaN","0.002960","NaN","NaN","NaN","0.0016938239","NaN","NaN","NaN"
"191005","9.56","0.4525","0.7475","NaN","NaN","NaN","NaN","NaN","NaN","0.003145","NaN","NaN","NaN","0.0013647700","NaN","NaN","NaN"
"191006","9.10","0.4550","0.7450","NaN","NaN","NaN","NaN","NaN","NaN","0.003145","NaN","NaN","NaN","0.0027949308","NaN","NaN","NaN"
"191007","8.64","0.4575","0.7425","NaN","NaN","NaN","NaN","NaN","NaN","0.003270","NaN","NaN","NaN","0.0032866344","NaN","NaN","NaN"
"191008","8.85","0.4600","0.7400","NaN","NaN","NaN","NaN","NaN","NaN","0.003610","NaN","NaN","NaN","0.0015867083","NaN","NaN","NaN"
"191009","8.91","0.4625","0.7375","NaN","NaN","NaN","NaN","NaN","NaN","0.003647","NaN","NaN","NaN","0.0006869297","NaN","NaN","NaN"
"191010","9.32","0.4650","0.7350","NaN","NaN","NaN","NaN","NaN","NaN","0.003720","NaN","NaN","NaN","0.0007413732","NaN","NaN","NaN"
"191011","9.31","0.4675","0.7325","NaN","NaN","NaN","NaN","NaN","NaN","0.003742","NaN","NaN","NaN","0.0011607905","NaN","NaN","NaN"
"191012","9.05","0.4700","0.7300","NaN","NaN","NaN","NaN","NaN","NaN","0.003698","NaN","NaN","NaN","0.0006830646","NaN","NaN","NaN"
"191101","9.27","0.4700","0.7183","NaN","NaN","NaN","NaN","NaN","NaN","0.003078","NaN","NaN","NaN","0.0005667355","NaN","NaN","NaN"
"191102","9.43","0.4700","0.7067","NaN","NaN","NaN","NaN","NaN","NaN","0.002584","NaN","NaN","NaN","0.0006225480","NaN","NaN","NaN"
"191103","9.32","0.4700","0.6950","NaN","NaN","NaN","NaN","NaN","NaN","0.002636","NaN","NaN","NaN","0.0006389759","NaN","NaN","NaN"
"191104","9.28","0.4700","0.6833","NaN","NaN","NaN","NaN","NaN","NaN","0.002517","NaN","NaN","NaN","0.0002818356","NaN","NaN","NaN"
"191105","9.48","0.4700","0.6717","NaN","NaN","NaN","NaN","NaN","NaN","0.002333","NaN","NaN","NaN","0.0006322053","NaN","NaN","NaN"
"191106","9.67","0.4700","0.6600","NaN","NaN","NaN","NaN","NaN","NaN","0.002311","NaN","NaN","NaN","0.0002924562","NaN","NaN","NaN"
"191107","9.63","0.4700","0.6483","NaN","NaN","NaN","NaN","NaN","NaN","0.002355","NaN","NaN","NaN","0.0003194916","NaN","NaN","NaN"
"191108","9.17","0.4700","0.6367","NaN","NaN","NaN","NaN","NaN","NaN","0.002429","NaN","NaN","NaN","0.0013782882","NaN","NaN","NaN"
"191109","8.67","0.4700","0.6250","NaN","NaN","NaN","NaN","NaN","NaN","0.002731","NaN","NaN","NaN","0.0010469042","NaN","NaN","NaN"
"191110","8.72","0.4700","0.6133","NaN","NaN","NaN","NaN","NaN","NaN","0.002982","NaN","NaN","NaN","0.0005262618","NaN","NaN","NaN"
"191111","9.07","0.4700","0.6017","NaN","NaN","NaN","NaN","NaN","NaN","0.002857","NaN","NaN","NaN","0.0010578679","NaN","NaN","NaN"
"191112","9.11","0.4700","0.5900","NaN","NaN","NaN","NaN","NaN","NaN","0.002547","NaN","NaN","NaN","0.0004200035","NaN","NaN","NaN"
"191201","9.12","0.4708","0.5992","NaN","NaN","NaN","NaN","NaN","NaN","0.003049","NaN","NaN","NaN","0.0004823788","NaN","NaN","NaN"
"191202","9.04","0.4717","0.6083","NaN","NaN","NaN","NaN","NaN","NaN","0.002517","NaN","NaN","NaN","0.0001610862","NaN","NaN","NaN"
"191203","9.30","0.4725","0.6175","NaN","NaN","NaN","NaN","NaN","NaN","0.002407","NaN","NaN","NaN","0.0004137841","NaN","NaN","NaN"
"191204","9.59","0.4733","0.6267","NaN","NaN","NaN","NaN","NaN","NaN","0.002731","NaN","NaN","NaN","0.0005266908","NaN","NaN","NaN"
"191205","9.58","0.4742","0.6358","NaN","NaN","NaN","NaN","NaN","NaN","0.002695","NaN","NaN","NaN","0.0007540208","NaN","NaN","NaN"
"191206","9.58","0.4750","0.6450","NaN","NaN","NaN","NaN","NaN","NaN","0.002731","NaN","NaN","NaN","0.0004415924","NaN","NaN","NaN"
"191207","9.59","0.4758","0.6542","NaN","NaN","NaN","NaN","NaN","NaN","0.002591","NaN","NaN","NaN","0.0005500493","NaN","NaN","NaN"
"191208","9.81","0.4767","0.6633","NaN","NaN","NaN","NaN","NaN","NaN","0.002975","NaN","NaN","NaN","0.0003322357","NaN","NaN","NaN"
"191209","9.86","0.4775","0.6725","NaN","NaN","NaN","NaN","NaN","NaN","0.003329","NaN","NaN","NaN","0.0004297346","NaN","NaN","NaN"
"191210","9.84","0.4783","0.6817","NaN","NaN","NaN","NaN","NaN","NaN","0.003742","NaN","NaN","NaN","0.0007144113","NaN","NaN","NaN"
"191211","9.73","0.4792","0.6908","NaN","NaN","NaN","NaN","NaN","NaN","0.004015","NaN","NaN","NaN","0.0007458307","NaN","NaN","NaN"
"191212","9.38","0.4800","0.7000","NaN","NaN","NaN","NaN","NaN","NaN","0.003861","NaN","NaN","NaN","0.0009024807","NaN","NaN","NaN"
"191301","9.30","0.4800","0.6942","NaN","NaN","NaN","NaN","NaN","NaN","0.004067","NaN","NaN","NaN","0.0012007539","NaN","NaN","NaN"
"191302","8.97","0.4800","0.6883","NaN","NaN","NaN","NaN","NaN","NaN","0.003189","0.0000000000","NaN","NaN","0.0007533256","NaN","NaN","NaN"
"191303","8.80","0.4800","0.6825","NaN","NaN","NaN","NaN","NaN","NaN","0.003255","0.0000000000","NaN","NaN","0.0007565930","NaN","NaN","NaN"
"191304","8.79","0.4800","0.6767","NaN","NaN","NaN","NaN","NaN","NaN","0.003890","0.0000000000","NaN","NaN","0.0007240746","NaN","NaN","NaN"
"191305","8.55","0.4800","0.6708","NaN","NaN","NaN","NaN","NaN","NaN","0.003713","-0.0102040816","NaN","NaN","0.0005819012","NaN","NaN","NaN"
"191306","8.12","0.4800","0.6650","NaN","NaN","NaN","NaN","NaN","NaN","0.003587","0.0103092784","NaN","NaN","0.0026204891","NaN","NaN","NaN"
"191307","8.23","0.4800","0.6592","NaN","NaN","NaN","NaN","NaN","NaN","0.003979","0.0102040816","NaN","NaN","0.0005558776","NaN","NaN","NaN"
"191308","8.45","0.4800","0.6533","NaN","NaN","NaN","NaN","NaN","NaN","0.004097","0.0000000000","NaN","NaN","0.0005558541","NaN","NaN","NaN"
"191309","8.53","0.4800","0.6475","NaN","NaN","NaN","NaN","NaN","NaN","0.004067","0.0101010101","NaN","NaN","0.0006767303","NaN","NaN","NaN"
"191310","8.26","0.4800","0.6417","NaN","NaN","NaN","NaN","NaN","NaN","0.003927","0.0000000000","NaN","NaN","0.0010866136","NaN","NaN","NaN"
"191311","8.05","0.4800","0.6358","NaN","NaN","NaN","NaN","NaN","NaN","0.003816","0.0100000000","NaN","NaN","0.0004506428","NaN","NaN","NaN"
"191312","8.04","0.4800","0.6300","NaN","NaN","NaN","NaN","NaN","NaN","0.003742","-0.0099009901","NaN","NaN","0.0007124877","NaN","NaN","NaN"
"191401","8.37","0.4750","0.6208","NaN","NaN","NaN","NaN","NaN","NaN","0.003838","0.0000000000","NaN","NaN","0.0007306086","NaN","NaN","NaN"
"191402","8.48","0.4700","0.6117","NaN","NaN","NaN","NaN","NaN","NaN","0.002982","-0.0100000000","NaN","NaN","0.0004046325","NaN","NaN","NaN"
"191403","8.32","0.4650","0.6025","NaN","NaN","NaN","NaN","NaN","NaN","0.002481","0.0000000000","NaN","NaN","0.0006693025","NaN","NaN","NaN"
"191404","8.12","0.4600","0.5933","NaN","NaN","NaN","NaN","NaN","NaN","0.002473","-0.0101010101","NaN","NaN","0.0008483564","NaN","NaN","NaN"
"191405","8.17","0.4550","0.5842","NaN","NaN","NaN","NaN","NaN","NaN","0.002399","0.0102040816","NaN","NaN","0.0005425669","NaN","NaN","NaN"
"191406","8.13","0.4500","0.5750","NaN","NaN","NaN","NaN","NaN","NaN","0.002503","0.0000000000","NaN","NaN","0.0006419688","NaN","NaN","NaN"
"191407","7.68","0.4450","0.5658","NaN","NaN","NaN","NaN","NaN","NaN","0.002488","0.0101010101","NaN","NaN","0.0051771146","NaN","NaN","NaN"
"191408","7.68","0.4400","0.5567","NaN","NaN","NaN","NaN","NaN","NaN","0.002916","0.0200000000","NaN","NaN","0.0000000000","NaN","NaN","NaN"
"191409","7.68","0.4350","0.5475","NaN","NaN","NaN","NaN","NaN","NaN","0.004318","0.0000000000","NaN","NaN","0.0000000000","NaN","NaN","NaN"
"191410","7.68","0.4300","0.5383","NaN","NaN","NaN","NaN","NaN","NaN","0.004584","-0.0098039216","NaN","NaN","0.0000000000","NaN","NaN","NaN"
"191411","7.68","0.4250","0.5292","NaN","NaN","NaN","NaN","NaN","NaN","0.004392","0.0099009901","NaN","NaN","0.0000000000","NaN","NaN","NaN"
"191412","7.35","0.4200","0.5200","NaN","NaN","NaN","NaN","NaN","NaN","0.003698","-0.0098039216","NaN","NaN","0.0025860082","NaN","NaN","NaN"
"191501","7.48","0.4208","0.5500","NaN","NaN","NaN","NaN","NaN","NaN","0.002850","0.0000000000","NaN","NaN","0.0014435328","NaN","NaN","NaN"
"191502","7.38","0.4217","0.5800","NaN","NaN","NaN","NaN","NaN","NaN","0.002481","-0.0099009901","NaN","NaN","0.0007992105","NaN","NaN","NaN"
